# tool=multi_record
# schema_version=2
# sensors=accelerometer|linear_acceleration|gyroscope|magnetometer|gps
# Inertial correction: sensor=g_force; operation=add; unit=m/s^2; x=-0.10726921; y=-0.2757522; z=0.038988113
# Inertial correction: sensor=linear_acceleration; operation=add; unit=m/s^2; x=0.0; y=0.0; z=0.0
# Inertial correction: sensor=gyroscope; operation=add; unit=rad/s; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Latitude,Longitude,Speed (m/s),Altitude (m),
56.089230,0.0065,0.2284,0.7991,-0.1431,-0.0100,-2.0186,-0.3420,-0.1220,0.1083,4.4286,-32.5008,-41.5044,46.89892860,-114.04046820,1.33079958,959.79913330,
56.189618,0.0880,0.2828,0.9924,0.5556,0.4256,0.1391,0.1756,-0.1779,-0.0584,4.2212,-31.5126,-41.3702,46.89892860,-114.04046820,1.33079958,959.79913330,
56.289815,0.0498,0.2633,1.1510,0.4204,0.0703,2.9570,0.2633,0.0150,-0.2922,3.9894,-31.9030,-41.8094,46.89892860,-114.04046820,1.33079958,959.79913330,
56.390327,0.0308,0.1485,1.0388,0.5547,-0.8319,1.5245,-0.0662,0.0894,-0.2632,5.7462,-31.7932,-40.8578,46.89892860,-114.04046820,1.33079958,959.79913330,
56.492689,0.1203,0.2464,0.8875,0.9799,0.0965,-0.5726,-0.1176,0.1292,0.1684,6.1854,-29.6704,-42.0778,46.89892860,-114.04046820,1.33079958,959.79913330,
56.592933,0.0169,0.3164,0.6955,0.2709,0.9540,-2.8640,0.0242,0.1949,-0.1331,7.0272,-30.0364,-41.7728,46.89892860,-114.04046820,1.33079958,959.79913330,
56.690768,-0.0158,0.2610,1.0029,0.0632,0.2987,0.0330,0.1074,0.0829,0.0588,7.7470,-30.7684,-41.2726,46.89892860,-114.04046820,1.33079958,959.79913330,
56.791374,0.0496,0.3130,1.1868,0.6235,0.0729,1.0485,0.2068,0.2610,0.3951,7.7592,-31.7688,-41.0896,46.89892860,-114.04046820,1.33079958,959.91247559,
56.891650,-0.0823,0.2717,1.0703,-0.5671,0.0795,1.1747,-0.0684,-0.1352,0.0590,7.2224,-32.9034,-39.9550,46.89891860,-114.04048150,1.47616923,959.91247559,
56.991864,0.0883,0.1624,0.9398,0.8738,-0.7410,-0.1124,-0.4146,0.1955,0.0646,5.9536,-31.6834,-40.7480,46.89891860,-114.04048150,1.47616923,959.91247559,
57.092401,-0.0234,0.2397,0.6793,-0.1224,0.3307,-3.1994,-0.3974,-0.2498,0.0944,7.2712,-30.7318,-41.1628,46.89891860,-114.04048150,1.47616923,959.91247559,
57.192700,0.1031,0.2573,1.0364,0.8361,0.6906,0.3999,0.0235,-0.1739,-0.1136,5.3924,-28.7554,-42.3584,46.89891860,-114.04048150,1.47616923,959.91247559,
57.293513,0.0663,0.1650,1.2324,0.1718,-0.0813,1.7330,0.4499,0.0981,-0.1483,5.0752,-30.4268,-41.8826,46.89891860,-114.04048150,1.47616923,959.91247559,
57.393551,0.1175,0.1355,1.2627,1.0751,-0.7159,2.0912,-1.0726,0.1809,-0.5130,6.0756,-31.3052,-41.0652,46.89891860,-114.04048150,1.47616923,959.91247559,
57.493788,0.0260,0.3382,0.6874,0.7782,0.4134,-2.2205,0.4365,0.0940,-0.1010,8.3570,-30.3414,-41.4800,46.89891860,-114.04048150,1.47616923,959.91247559,
57.594178,-0.0457,0.2775,0.7302,-0.5692,0.2562,-2.4858,0.0080,-0.2792,0.1475,7.7470,-30.6830,-41.3702,46.89891860,-114.04048150,1.47616923,959.91247559,
57.694613,-0.0541,0.2760,0.7745,-0.7159,0.0061,-1.9513,0.2705,-0.1023,-0.0632,6.7954,-31.9640,-40.9798,46.89891860,-114.04048150,1.47616923,959.91247559,
57.794982,0.1831,0.2260,1.0978,1.0113,-0.0692,1.2665,0.1079,-0.2723,-0.1171,5.7706,-33.0620,-39.8330,46.89891860,-114.04048150,1.47616923,959.91247559,
57.895304,0.0490,0.1796,1.3571,0.2265,-0.6621,3.6426,-0.6495,-0.0371,0.3403,6.7100,-31.7810,-40.8700,46.89891860,-114.04048150,1.47616923,959.93908691,
57.995861,0.0931,0.2111,0.8863,0.6663,-0.4054,-0.1307,0.0643,0.2687,0.5930,5.4900,-31.3662,-41.1628,46.89890690,-114.04049560,1.40264022,959.93908691,
58.096827,-0.0330,0.1245,0.7702,0.0035,-0.8272,-2.2116,-0.7083,0.7855,0.3863,7.1736,-30.3048,-42.5292,46.89890690,-114.04049560,1.40264022,959.93908691,
58.197327,0.1414,0.2334,0.8716,1.4547,0.4864,-1.0569,0.8542,-0.6601,0.0677,6.2708,-29.9144,-41.3458,46.89890690,-114.04049560,1.40264022,959.93908691,
58.297847,0.1187,0.2299,1.1337,0.8358,-0.1729,0.8021,0.0771,-0.3262,-0.3513,4.7824,-31.9030,-40.9676,46.89890690,-114.04049560,1.40264022,959.93908691,
58.398302,0.1883,0.3775,0.9986,1.2436,1.0007,-0.0317,-0.5314,-0.2490,-0.5789,5.0508,-33.6842,-39.7476,46.89890690,-114.04049560,1.40264022,959.93908691,
58.498584,0.0595,0.2872,0.6867,0.1935,-0.2387,-1.5505,0.0979,-0.2598,0.1291,5.9048,-32.4032,-40.1380,46.89890690,-114.04049560,1.40264022,959.93908691,
58.598955,0.1079,0.2466,0.7330,0.4900,-0.0633,-1.4380,0.2267,0.0900,-0.0042,4.8068,-30.0852,-41.8704,46.89890690,-114.04049560,1.40264022,959.93908691,
58.699298,0.0276,0.3045,0.8419,-0.4391,0.4667,-1.3896,0.4958,-0.2323,-0.2143,4.7458,-30.8172,-41.8826,46.89890690,-114.04049560,1.40264022,959.93908691,
58.799851,0.0803,0.4206,0.9169,0.1062,0.6599,0.0350,0.8201,0.2916,0.2412,4.4774,-33.7330,-39.4182,46.89890690,-114.04049560,1.40264022,959.93908691,
58.900059,0.2718,0.2091,1.7780,2.1991,-0.4276,6.0225,-1.0984,-0.3807,-0.0232,2.8914,-35.5386,-39.1498,46.89890690,-114.04049560,1.40264022,960.08825684,
59.000573,0.0820,0.2780,0.9273,0.1308,-0.1640,-0.1651,-0.5158,0.0536,0.0705,3.1842,-34.3186,-39.2108,46.89889650,-114.04050760,1.56308019,960.08825684,
59.100864,-0.0033,0.1139,0.7803,-0.5217,-1.1105,-1.9550,-0.4871,-0.0175,0.0563,4.6360,-31.1100,-41.6752,46.89889650,-114.04050760,1.56308019,960.08825684,
59.201263,0.0263,0.1293,0.8029,-0.1700,-0.7953,-2.0413,-0.2565,0.3342,0.2385,3.8918,-30.6464,-42.1876,46.89889650,-114.04050760,1.56308019,960.08825684,
59.301603,0.0717,0.2457,0.9608,0.4519,0.3118,-0.3238,0.0394,-0.1349,-0.4157,3.9284,-30.0974,-42.3950,46.89889650,-114.04050760,1.56308019,960.08825684,
59.401949,0.0497,0.3448,1.1000,-0.2116,0.9683,1.7671,0.0962,0.0784,-0.2589,4.9044,-29.9876,-42.3950,46.89889650,-114.04050760,1.56308019,960.08825684,
59.502265,0.0540,0.1614,1.1524,0.1718,-0.6605,2.5305,0.2266,0.0702,-0.3522,5.4412,-29.2922,-42.3828,46.89889650,-114.04050760,1.56308019,960.08825684,
59.602333,0.0932,0.2008,0.7476,0.7240,-0.0715,-2.3785,-0.3014,-0.0044,-0.4163,6.9174,-28.9506,-42.1632,46.89889650,-114.04050760,1.56308019,960.08825684,
59.703193,-0.0461,0.1901,0.7102,-0.5343,-0.2194,-2.7866,-0.1044,0.1975,-0.2488,8.0154,-28.2918,-42.6878,46.89889650,-114.04050760,1.56308019,960.15417480,
59.803150,0.0237,0.2434,1.1269,0.1704,0.0273,1.0408,0.5237,0.2292,0.1726,8.7352,-28.9384,-42.0778,46.89889320,-114.04051130,1.55997097,960.15417480,
59.903576,0.0122,0.4444,1.0149,-0.0957,2.0278,0.9155,0.0374,-0.0684,0.2390,8.7596,-31.4760,-40.5528,46.89889320,-114.04051130,1.55997097,960.15417480,
60.003804,-0.0336,0.1798,0.9898,-0.6606,-1.0121,1.4667,0.0738,0.0610,0.1042,7.4908,-30.3414,-41.2604,46.89889320,-114.04051130,1.55997097,960.15417480,
60.104246,-0.0035,0.0838,0.9296,-0.3661,-1.1046,-0.5080,-0.6444,0.1153,0.0708,7.9422,-28.0234,-42.5658,46.89889320,-114.04051130,1.55997097,960.15417480,
60.204927,0.0075,0.1693,0.7583,-0.0766,0.0913,-2.4073,-0.2609,-0.2195,-0.0486,8.0886,-25.8396,-43.6760,46.89889320,-114.04051130,1.55997097,960.15417480,
60.305454,0.0525,0.1708,0.9827,0.2103,0.1953,0.0187,0.3501,0.0010,-0.1260,7.1370,-25.7542,-43.6638,46.89889320,-114.04051130,1.55997097,960.15417480,
60.405817,0.0392,0.1447,1.4059,0.2345,-0.4830,3.5150,0.3122,-0.1887,-0.2298,6.8564,-27.0474,-42.9562,46.89889320,-114.04051130,1.55997097,960.15417480,
60.506186,0.0940,0.0001,1.4612,0.5433,-1.4416,4.6262,-0.3528,-0.0828,-0.2257,7.6006,-26.2422,-42.9440,46.89889320,-114.04051130,1.55997097,960.15417480,
60.606930,0.1060,0.2087,0.7195,0.6653,0.1276,-1.8213,0.0646,0.0778,-0.0148,7.7592,-26.4984,-43.0538,46.89889320,-114.04051130,1.55997097,960.15417480,
60.707417,-0.0633,0.1849,0.6307,-0.7889,0.1586,-3.6071,-0.0891,0.0460,-0.1518,8.3692,-25.9006,-43.6760,46.89889320,-114.04051130,1.55997097,960.15417480,
60.807970,0.0109,0.1830,0.8423,-0.1367,0.0594,-1.7562,0.3404,0.0187,0.1631,8.7474,-26.3032,-42.6268,46.89889320,-114.04051130,1.55997097,960.15417480,
60.908411,0.1009,0.2150,1.2127,0.4736,0.1461,1.6982,0.2250,-0.2550,0.3233,7.8324,-28.3894,-41.5166,46.89889320,-114.04051130,1.55997097,960.31024170,
61.008638,0.0123,0.1359,1.5023,0.3218,-0.9612,6.4740,0.2796,0.3273,0.1641,6.2830,-28.3772,-42.3584,46.89888200,-114.04053630,1.38398647,960.31024170,
61.109110,-0.0440,0.1554,0.9484,-0.8287,-0.4276,-0.1686,-0.3960,0.0028,0.1547,6.6856,-28.1576,-42.2486,46.89888200,-114.04053630,1.38398647,960.31024170,
61.209390,0.0434,0.1448,0.7333,0.1292,-0.4357,-2.0624,-0.1605,0.1741,0.1701,6.0878,-27.1328,-42.6390,46.89888200,-114.04053630,1.38398647,960.31024170,
61.309990,0.1536,0.1701,0.8453,0.7444,-0.0549,-1.8801,-0.1366,-0.3817,-0.0104,4.8556,-26.8888,-42.6146,46.89888200,-114.04053630,1.38398647,960.31024170,
61.410022,0.1165,0.2286,0.9640,0.3050,0.2848,-0.2118,0.5698,-0.3498,-0.3308,4.5994,-27.6574,-42.8586,46.89888200,-114.04053630,1.38398647,960.31024170,
61.510635,0.1270,0.2974,0.9411,-0.2513,0.5678,0.1632,0.0082,-0.1949,-0.3331,4.3676,-29.7558,-41.6386,46.89888200,-114.04053630,1.38398647,960.31024170,
61.610739,0.0969,0.1105,1.1669,0.0344,-1.5327,3.4863,-0.0497,0.1522,-0.2137,5.0630,-26.8644,-42.0900,46.89888200,-114.04053630,1.38398647,960.31024170,
61.711016,0.0439,0.1628,0.7972,0.0313,-0.1370,-1.2181,-0.2035,0.1975,-0.3406,5.7218,-25.5346,-43.4320,46.89888200,-114.04053630,1.38398647,960.31024170,
61.811628,-0.0508,0.2033,0.7026,-1.2137,0.3086,-3.2585,-0.0415,0.0466,-0.0871,8.2350,-25.0100,-44.2860,46.89888200,-114.04053630,1.38398647,960.31719971,
61.912133,0.0837,0.2137,1.1158,0.1112,0.2078,0.6236,0.2333,-0.1542,0.1900,8.2594,-25.0832,-43.3344,46.89887480,-114.04055030,1.27928162,960.31719971,
62.012444,0.1840,0.2111,1.2047,0.3409,1.6380,1.5078,-0.4008,-0.2615,0.1724,7.1858,-26.5594,-43.0538,46.89887480,-114.04055030,1.27928162,960.31719971,
62.113056,0.0337,0.1613,1.0120,-0.8977,-0.4951,1.1532,-0.0272,-0.0569,0.2664,6.1244,-26.5838,-43.2612,46.89887480,-114.04055030,1.27928162,960.31719971,
62.213647,0.0060,0.0851,0.7670,-0.8663,-0.9359,-1.6890,-0.2593,0.3766,0.2395,6.2342,-25.0344,-43.8468,46.89887480,-114.04055030,1.27928162,960.31719971,
62.314123,0.0080,0.1647,0.7003,-0.6027,0.0769,-3.4271,-0.0035,-0.3422,0.1556,6.7832,-24.0584,-44.1396,46.89887480,-114.04055030,1.27928162,960.31719971,
62.414218,0.1202,0.1750,0.9378,0.4296,-0.0906,-0.2569,0.2653,-0.3332,-0.0984,4.0870,-25.5224,-43.6394,46.89887480,-114.04055030,1.27928162,960.31719971,
62.514428,0.1210,0.1518,1.2926,0.6185,-0.4577,3.1529,0.0254,0.1141,-0.3892,3.1598,-25.1686,-43.5174,46.89887480,-114.04055030,1.27928162,960.31719971,
62.614806,0.1217,0.0684,1.3162,0.2416,-0.7549,4.0366,-0.0724,0.1404,-0.2376,4.0016,-24.0828,-43.9078,46.89887480,-114.04055030,1.27928162,960.31719971,
62.715499,0.0700,0.1218,0.7747,-0.3918,-0.4114,-1.2433,-0.0796,0.0868,0.1965,4.5262,-23.8266,-43.1636,46.89887480,-114.04055030,1.27928162,960.31719971,
62.815573,0.0600,0.1793,0.5723,-0.5378,0.3354,-3.8567,-0.0910,0.0185,0.0548,4.7336,-23.4484,-43.7980,46.89887480,-114.04055030,1.27928162,960.26342773,
62.916135,0.1234,0.1248,0.9358,-0.0458,0.0597,-0.8800,0.0471,0.0611,-0.0949,4.0016,-22.8140,-44.5056,46.89886650,-114.04056870,1.40595698,960.26342773,
63.016439,0.1728,0.0640,1.2712,0.2670,-0.1662,2.0209,-0.1110,-0.1719,0.1063,3.8064,-22.9116,-44.1884,46.89886650,-114.04056870,1.40595698,960.26342773,
63.116936,0.0470,-0.0257,1.5797,0.1824,-0.9266,5.4805,-0.1408,-0.1332,-0.0878,3.5624,-22.1308,-44.8106,46.89886650,-114.04056870,1.40595698,960.26342773,
63.217010,0.0774,-0.0018,1.0281,-0.2755,-0.9741,1.0189,-0.0261,0.1416,0.1931,3.9406,-21.0816,-44.6764,46.89886650,-114.04056870,1.40595698,960.26342773,
63.317792,0.1068,0.1275,0.6116,0.0214,0.0879,-3.1783,0.2463,0.2625,0.2387,4.3188,-22.3260,-44.8228,46.89886650,-114.04056870,1.40595698,960.26342773,
63.418541,0.1245,0.1618,0.7998,0.2307,0.5433,-2.3543,-0.0144,-0.1595,-0.0494,4.0748,-23.0702,-44.2006,46.89886650,-114.04056870,1.40595698,960.26342773,
63.518775,0.1722,0.0609,1.2368,0.4750,-0.3364,2.2848,0.3261,0.0102,-0.2573,4.1846,-23.0580,-43.9932,46.89886650,-114.04056870,1.40595698,960.26342773,
63.619099,0.2509,0.1235,1.2906,1.1931,0.1477,1.0850,-0.7028,-0.1580,-0.6881,5.0874,-24.1316,-42.7488,46.89886650,-114.04056870,1.40595698,960.26342773,
63.719893,0.0436,0.1045,0.9647,-0.1713,-0.5381,1.5062,0.0674,0.6107,-0.0222,7.6494,-21.5086,-44.6032,46.89886650,-114.04056870,1.40595698,960.26342773,
63.819931,0.0177,0.1778,0.4649,-0.1979,0.5169,-4.9003,-0.0256,0.1053,0.1024,8.6742,-22.2162,-43.8956,46.89886650,-114.04056870,1.40595698,960.14373779,
63.920281,0.0776,0.1293,0.9315,0.0379,0.1909,-1.6419,0.0319,-0.1617,0.0671,8.0520,-22.7408,-43.9078,46.89885820,-114.04058410,1.35103893,960.14373779,
64.020575,0.0721,0.2489,1.1116,0.3208,0.6439,1.3998,0.4305,0.2175,0.1314,8.0520,-24.0096,-43.4076,46.89885820,-114.04058410,1.35103893,960.14373779,
64.121026,0.0951,0.1017,1.4252,0.9688,-0.0352,2.9932,-0.2601,-0.1080,-0.1165,8.7962,-24.2902,-43.3222,46.89885820,-114.04058410,1.35103893,960.14373779,
64.221154,0.0011,0.1035,0.9962,-0.4280,-0.7099,0.5796,0.0084,-0.0365,0.0645,8.0276,-24.5464,-42.8952,46.89885820,-114.04058410,1.35103893,960.14373779,
64.321504,-0.0501,0.0700,0.7162,-0.8059,-0.9438,-2.3435,-0.2372,0.2739,0.1652,9.3208,-23.7778,-43.4076,46.89885820,-114.04058410,1.35103893,960.14373779,
64.422050,0.0824,0.1737,0.8014,0.5056,0.4853,-2.7687,-0.0799,-0.5265,-0.0339,8.6620,-23.4850,-43.6150,46.89885820,-114.04058410,1.35103893,960.14373779,
64.522587,0.0591,0.1929,1.0699,-0.0820,0.3278,0.6072,0.3642,-0.2647,-0.1496,7.4908,-23.7900,-43.6150,46.89885820,-114.04058410,1.35103893,960.14373779,
64.622432,0.0294,0.2295,0.9863,-0.9824,1.1435,0.7938,-0.1168,-0.0269,-0.1906,8.4546,-24.8758,-43.5418,46.89885820,-114.04058410,1.35103893,960.14373779,
64.722840,0.0246,0.0181,1.2541,-0.7244,-1.8789,4.5993,0.3298,-0.0801,0.2291,7.8690,-22.4846,-44.2128,46.89885820,-114.04058410,1.35103893,959.93908691,
64.823340,0.0917,0.1699,0.6950,0.6029,0.2121,-2.1243,0.0690,-0.0496,0.0660,7.8568,-23.0214,-43.1636,46.89884980,-114.04059630,1.42011583,959.93908691,
64.923766,0.0167,0.1855,0.7059,-0.2049,0.6441,-2.6809,0.1197,-0.0369,-0.1898,7.6616,-22.8628,-43.7980,46.89884980,-114.04059630,1.42011583,959.93908691,
65.024013,0.0238,0.1240,1.1512,-0.2414,-0.1324,1.1902,0.3103,-0.0965,0.0821,7.7592,-22.7652,-43.7980,46.89884980,-114.04059630,1.42011583,959.93908691,
65.124414,0.1937,0.1772,1.2554,0.4050,0.8493,2.6279,-0.0233,-0.1236,0.3553,6.7222,-24.9734,-43.6394,46.89884980,-114.04059630,1.42011583,959.93908691,
65.224494,0.0602,0.0952,1.0707,-0.4521,-1.0101,1.8201,0.1605,0.0005,0.3133,5.8316,-25.3394,-43.3222,46.89884980,-114.04059630,1.42011583,959.93908691,
65.325001,-0.0025,0.0604,0.8127,-0.7897,-1.0240,-1.3117,-0.1643,0.2120,0.2791,5.7218,-24.4244,-43.0904,46.89884980,-114.04059630,1.42011583,959.93908691,
65.425431,0.0869,0.1709,0.6433,-0.1291,0.0918,-4.0755,-0.1512,-0.4349,0.1896,5.5022,-24.7294,-43.4076,46.89884980,-114.04059630,1.42011583,959.93908691,
65.525792,0.1684,0.1396,1.0371,0.5637,-0.1239,0.5519,0.3157,-0.1829,-0.1934,2.9280,-24.3756,-43.8102,46.89884980,-114.04059630,1.42011583,959.93908691,
65.626386,0.1074,0.1561,1.2295,0.3683,-0.7287,2.5109,-0.0042,0.2227,-0.2226,2.4888,-24.9734,-43.9200,46.89884980,-114.04059630,1.42011583,959.93908691,
65.726476,0.1619,0.0256,1.3375,0.8439,-0.4710,3.7697,-0.4627,0.1991,-0.3971,3.4770,-24.5952,-44.0298,46.89884980,-114.04059630,1.42011583,960.15417480,
65.826928,0.0870,0.1086,0.8074,-0.3016,-0.3854,-1.0550,-0.0401,0.1537,0.0840,4.6726,-22.8262,-44.2982,46.89884130,-114.04061070,1.55373228,960.15417480,
65.927420,0.0472,0.1643,0.6473,-0.5868,0.2601,-3.2725,-0.0719,0.0976,0.1470,5.4656,-22.3870,-44.6154,46.89884130,-114.04061070,1.55373228,960.15417480,
66.027982,0.0976,0.1744,0.9498,-0.1818,0.3021,-0.6194,0.3164,0.0052,0.2854,4.3188,-23.2532,-45.4816,46.89884130,-114.04061070,1.55373228,960.15417480,
66.128365,0.2131,0.1925,1.2394,0.6435,0.7012,1.3162,-0.1715,-0.1171,0.1201,3.6478,-23.8388,-43.7980,46.89884130,-114.04061070,1.55373228,960.15417480,
66.228856,-0.0108,0.0144,1.3800,-0.5736,-0.8790,5.0160,0.1914,0.0658,0.0944,3.4526,-22.2406,-45.0180,46.89884130,-114.04061070,1.55373228,960.15417480,
66.329207,0.0569,0.0970,0.8868,-0.5477,-0.3065,-0.2239,0.1136,0.2781,0.3171,2.8670,-23.7534,-44.3226,46.89884130,-114.04061070,1.55373228,960.15417480,
66.429478,0.0210,0.1660,0.5785,-0.7511,0.1269,-3.8469,0.1580,-0.0071,0.3115,4.1236,-24.8026,-44.4690,46.89884130,-114.04061070,1.55373228,960.15417480,
66.529987,0.1356,0.1232,0.8963,-0.0534,-0.1459,-2.3018,-0.0894,-0.5508,-0.1080,2.7816,-25.0222,-43.7126,46.89884130,-114.04061070,1.55373228,960.15417480,
66.629926,0.2404,0.1110,1.2453,0.4435,-0.4497,1.9800,0.0819,-0.1411,-0.3176,1.3054,-25.4492,-43.5052,46.89884130,-114.04061070,1.55373228,960.15417480,
66.730425,0.3331,0.0595,1.5599,2.5442,0.1003,3.9096,-0.8016,0.1720,-0.7344,2.3668,-25.2662,-44.2494,46.89884130,-114.04061070,1.55373228,959.82922363,
66.831026,0.1726,0.1227,0.8449,0.4794,-0.4593,0.0891,0.2280,0.2066,0.1418,4.6116,-23.8266,-43.5906,46.89883090,-114.04062550,1.49250364,959.82922363,
66.931344,0.0655,0.2122,0.4971,-0.1660,0.3794,-4.0807,0.0755,0.1936,-0.1085,5.3558,-25.1320,-44.2738,46.89883090,-114.04062550,1.49250364,959.82922363,
67.031855,0.0102,0.1583,0.9310,-0.8869,0.1246,-2.0666,0.1973,-0.3063,-0.1735,5.8682,-24.8880,-43.7370,46.89883090,-114.04062550,1.49250364,959.82922363,
67.132197,0.1199,0.2237,1.1087,-0.0824,0.0711,1.2505,0.4981,0.1302,0.1474,5.3070,-27.1328,-43.1636,46.89883090,-114.04062550,1.49250364,959.82922363,
67.232922,0.0050,-0.1096,1.7848,0.8029,-1.1285,6.5374,-0.3833,-0.1467,-0.2722,5.0996,-26.0592,-43.6638,46.89883090,-114.04062550,1.49250364,959.82922363,
67.333084,0.1013,0.1493,0.8660,0.0731,-0.3667,-0.8775,-0.2334,0.0989,0.2806,4.5140,-26.2056,-43.2368,46.89883090,-114.04062550,1.49250364,959.64135742,
67.433776,0.0125,0.1329,0.6487,-0.7862,-0.3463,-2.9666,0.0785,-0.0409,0.3408,5.8072,-25.7054,-43.4442,46.89882860,-114.04062830,1.48994541,959.64135742,
67.533983,0.1537,0.1335,0.8310,-0.0519,-0.3811,-2.3796,0.1467,-0.3212,0.1669,3.2330,-26.4496,-43.9810,46.89882860,-114.04062830,1.48994541,959.64135742,
67.634621,0.1726,0.1140,1.1168,0.4823,-0.6914,0.4863,0.2098,-0.0904,-0.2621,2.7450,-27.9502,-43.1636,46.89882860,-114.04062830,1.48994541,959.64135742,
67.735491,0.3683,0.1610,1.3801,1.7948,0.5144,1.0345,-1.0358,-0.1424,-0.6862,3.3794,-27.4134,-42.4072,46.89882860,-114.04062830,1.48994541,959.64135742,
67.835733,0.0910,0.2250,0.8445,0.1513,-0.1441,0.8477,0.1658,0.5869,0.1087,6.5148,-25.0954,-43.8590,46.89882860,-114.04062830,1.48994541,959.64135742,
67.936130,-0.0165,0.1908,0.5698,-0.4482,0.1777,-3.5142,-0.0149,0.1526,0.1099,7.5274,-25.5346,-44.0908,46.89882860,-114.04062830,1.48994541,959.64135742,
68.036372,-0.0233,0.2517,0.7880,-1.0538,0.5135,-2.5503,0.2224,-0.1078,0.3697,7.1248,-25.9372,-43.3588,46.89882860,-114.04062830,1.48994541,959.64135742,
68.136835,-0.0109,0.2305,1.2195,-0.6703,0.4291,1.8128,0.3323,0.1469,0.3536,6.2586,-27.3890,-42.7488,46.89882860,-114.04062830,1.48994541,959.64135742,
68.237288,-0.0118,0.1591,1.4804,0.8493,0.3581,4.3968,-0.0493,0.1993,0.1831,5.9658,-27.7672,-41.8094,46.89882860,-114.04062830,1.48994541,959.64135742,
68.338237,0.0142,0.0688,1.0853,-0.6208,-1.2355,1.4719,-0.0664,0.0995,0.5712,5.2338,-29.4996,-42.1632,46.89882860,-114.04062830,1.48994541,959.64135742,
68.438542,0.0104,0.1400,0.5969,-0.2999,-0.7214,-2.7997,0.1957,0.2124,0.7217,5.6120,-29.8168,-41.5410,46.89882860,-114.04062830,1.48994541,959.64135742,
68.539066,0.0829,0.1212,0.7699,0.0017,-0.9009,-2.4224,0.1753,-0.3147,0.4984,3.0744,-30.0852,-41.9558,46.89882860,-114.04062830,1.48994541,959.64135742,
68.639290,0.1240,0.1879,0.9972,0.1655,-0.4957,0.0025,0.1024,-0.1591,-0.0851,1.1224,-30.7440,-41.4312,46.89882860,-114.04062830,1.48994541,959.64135742,
68.739744,0.2854,0.2146,1.0962,0.4847,0.6981,0.3075,-0.8353,-0.1707,-0.5192,1.1834,-31.0978,-41.3336,46.89882860,-114.04062830,1.48994541,959.73785400,
68.840083,0.1417,0.2291,1.0610,-0.0479,-0.1892,2.0573,0.0215,-0.0312,-0.0120,3.7210,-27.6696,-43.4808,46.89881040,-114.04064900,1.49142492,959.73785400,
68.940248,0.1084,0.1933,0.8670,0.4699,0.3039,-0.3763,-0.1737,0.1504,-0.3657,4.0504,-26.9986,-44.1030,46.89881040,-114.04064900,1.49142492,959.73785400,
69.041007,-0.0090,0.2214,0.5736,-0.7615,0.1934,-4.2171,0.2143,0.1622,-0.2585,6.0146,-26.6936,-43.2612,46.89881040,-114.04064900,1.49142492,959.73785400,
69.141508,-0.0165,0.2353,1.1682,-1.1529,0.2138,0.4789,0.3350,-0.0882,0.0003,6.2098,-28.0356,-42.6634,46.89881040,-114.04064900,1.49142492,959.73785400,
69.241575,0.1309,0.2440,1.3095,-0.4024,0.5382,3.2745,0.0584,-0.0722,0.1155,6.2098,-29.4752,-41.8582,46.89881040,-114.04064900,1.49142492,959.73785400,
69.342010,0.0090,0.1826,0.9475,-1.0110,-0.7931,0.7381,0.1431,-0.0369,0.1168,6.1366,-30.4878,-41.2482,46.89881040,-114.04064900,1.49142492,959.73785400,
69.442376,-0.0217,0.1472,0.7038,-0.6513,-1.1109,-1.6950,-0.2645,0.2486,0.1452,7.1126,-29.8534,-42.6146,46.89881040,-114.04064900,1.49142492,959.73785400,
69.542875,0.0306,0.1316,0.8122,0.0000,-0.7019,-2.4930,-0.1241,-0.3398,0.0524,6.5148,-29.0116,-42.7976,46.89881040,-114.04064900,1.49142492,959.73785400,
69.643089,0.1290,0.1719,0.9292,-0.0897,-1.0926,-0.5919,0.2105,-0.3839,0.0095,4.6726,-29.3654,-41.9436,46.89881040,-114.04064900,1.49142492,959.73785400,
69.743355,0.1330,0.2344,1.1197,-0.0668,-0.9831,2.6915,0.1573,-0.0406,-0.3574,4.1968,-28.9750,-42.9928,46.89881040,-114.04064900,1.49142492,959.57830811,
69.843727,0.0408,0.0516,1.5253,0.5185,-0.6854,4.7890,-0.6088,0.2906,-0.9629,6.0146,-26.5228,-43.8956,46.89879930,-114.04065970,1.33467746,959.57830811,
69.944075,0.0153,0.1900,0.7570,-0.1103,0.2354,-1.7930,-0.1683,0.0786,-0.3556,9.1866,-25.2662,-43.9810,46.89879930,-114.04065970,1.33467746,959.57830811,
70.044440,-0.0179,0.2043,0.6124,-0.5078,0.0867,-3.8293,0.0481,-0.0053,-0.1342,9.5892,-25.1320,-43.5662,46.89879930,-114.04065970,1.33467746,959.57830811,
70.144820,-0.0001,0.2637,0.8427,-0.3326,0.4707,-2.0390,0.2385,-0.0310,-0.0327,9.7478,-25.5712,-43.6760,46.89879930,-114.04065970,1.33467746,959.57830811,
70.245585,0.0541,0.2600,1.3547,0.0358,-0.6357,4.2293,0.1950,0.2178,0.1684,8.5522,-26.2422,-43.1636,46.89879930,-114.04065970,1.33467746,959.57830811,
