# tool=multi_record
# schema_version=2
# sensors=accelerometer|linear_acceleration|gyroscope|magnetometer|orientation|gps
# Inertial correction: sensor=g_force; operation=add; unit=m/s^2; x=-0.10726921; y=-0.2757522; z=0.038988113
# Inertial correction: sensor=linear_acceleration; operation=add; unit=m/s^2; x=0.0; y=0.0; z=0.0
# Inertial correction: sensor=gyroscope; operation=add; unit=rad/s; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Bx,By,Bz,Azimuth,Pitch,Roll,Latitude,Longitude,Speed (m/s),Altitude (m),
90.003004,-0.0384,0.1110,1.1731,-0.1522,0.5133,1.6919,0.1171,-0.0094,-0.3373,15.6770,-1.3176,-46.9334,287.4832,-3.7963,-0.3739,46.89634130,-114.03471850,1.61363816,956.91986084,
90.103736,0.0568,-0.1748,1.5219,0.6012,-1.5738,5.0708,-0.6373,0.0355,-0.5145,15.2012,2.2082,-46.6162,289.2832,-0.8464,0.2543,46.89634130,-114.03471850,1.61363816,956.91986084,
90.203907,0.0943,0.0223,0.9086,1.1313,0.4933,-0.8491,-0.1663,-0.0881,-0.2179,15.9942,3.5868,-46.2624,290.2743,0.7440,-0.2937,46.89634130,-114.03471850,1.61363816,956.91986084,
90.303966,-0.0044,0.0803,0.7348,0.0854,1.1691,-2.7751,-0.1082,-0.0620,-0.3467,15.8722,4.4774,-46.5552,291.6014,0.6120,-0.3989,46.89634130,-114.03471850,1.61363816,956.91986084,
90.405141,0.0234,-0.0050,1.1876,0.4040,0.2229,1.6451,0.3904,0.1325,-0.1281,16.0552,4.4042,-46.6650,292.8754,-0.0235,-0.6944,46.89634130,-114.03471850,1.61363816,956.91986084,
90.505588,0.1219,0.0030,1.0110,1.4218,0.1199,0.2350,0.1063,0.0980,-0.1616,17.0312,1.9642,-45.7866,293.0416,-2.8670,-1.5897,46.89634130,-114.03471850,1.61363816,956.91986084,
90.606003,0.0526,-0.0514,1.0725,0.3593,-0.6135,0.8106,-0.0629,0.0044,-0.3204,16.7750,3.6722,-46.0550,294.0997,-1.2335,0.5373,46.89634130,-114.03471850,1.61363816,956.91986084,
90.706195,-0.0316,-0.0151,0.9438,-0.4204,0.0135,-0.3154,-0.0572,0.3980,-0.5586,16.2382,5.5998,-47.0554,297.0032,0.1953,0.9012,46.89634130,-114.03471850,1.61363816,956.91986084,
90.807179,-0.0149,0.0527,0.8220,-0.0519,0.8038,-1.9363,-0.0717,-0.0463,-0.5665,17.6168,6.9662,-45.8598,300.1661,0.1815,-0.4161,46.89634130,-114.03471850,1.61363816,956.91986084,
90.906779,-0.0084,0.0651,0.8838,0.0839,0.7783,-1.2718,0.1410,0.0421,-0.5518,16.6408,7.7714,-45.7256,303.1965,-0.2888,-0.6238,46.89634130,-114.03471850,1.61363816,956.88635254,
91.007325,0.0158,0.1144,1.0013,-0.0317,1.3764,0.1275,-0.0557,-0.0822,-0.5726,15.7868,8.2228,-46.5552,306.5588,-1.6362,-0.0391,46.89634780,-114.03473810,1.54959059,956.88635254,
91.108014,0.0184,-0.0983,1.2008,-0.0334,-0.8331,2.4311,0.1561,0.1490,-0.4056,15.0060,11.4436,-45.9208,310.7604,0.9178,0.6324,46.89634780,-114.03473810,1.54959059,956.88635254,
91.208307,0.0303,-0.0054,0.9234,0.2049,0.3102,-0.4069,0.0466,0.0360,-0.5610,13.8470,12.3464,-45.1400,313.6066,1.2741,1.2214,46.89634780,-114.03473810,1.54959059,956.88635254,
91.309688,-0.0180,0.0883,0.7715,-0.1126,1.2263,-2.3936,0.0019,0.0583,-0.5821,13.6762,12.8466,-46.2990,316.8900,0.7938,0.5473,46.89634780,-114.03473810,1.54959059,956.88635254,
91.409062,-0.0503,0.1059,1.0692,-0.3960,1.1205,0.5900,0.2975,0.0320,-0.2787,13.4688,13.5786,-45.1034,319.6795,-0.8296,-0.1346,46.89634780,-114.03473810,1.54959059,956.88635254,
91.509368,0.0714,-0.1471,1.2008,0.5277,-1.3237,1.0132,-0.8801,-1.3258,-0.0625,12.2732,11.8950,-45.5670,321.5277,-4.8459,-1.4735,46.89634780,-114.03473810,1.54959059,956.88635254,
91.609503,0.0302,-0.0094,0.8868,0.4299,-0.3243,-1.8303,-0.5779,-0.1222,0.2096,10.5164,13.9934,-45.8110,322.8559,-1.9967,-1.3035,46.89634780,-114.03473810,1.54959059,956.88635254,
91.709831,-0.0306,0.0013,0.9040,0.0217,0.1825,-0.8066,0.0322,0.2947,0.2663,10.4310,15.2622,-45.7744,322.2794,-0.1724,-1.0126,46.89634780,-114.03473810,1.54959059,956.88635254,
91.810008,0.0137,0.0158,0.8387,0.2492,0.2930,-2.2790,0.1341,-0.5045,0.2804,10.7482,14.6522,-46.1160,320.6685,-1.2503,-0.8928,46.89634780,-114.03473810,1.54959059,956.84936523,
91.910555,0.0809,0.0685,0.9249,0.7755,0.3258,-0.7650,0.3758,-0.0240,-0.1214,9.1012,12.5294,-47.6532,319.7997,-3.3617,1.1719,46.89635850,-114.03475000,1.32982230,956.84936523,
92.010793,0.0296,0.0978,1.0045,-0.2734,0.9295,-0.0017,-0.3854,-0.3972,-0.4150,8.0398,12.3220,-47.5434,321.6396,-4.3197,1.3252,46.89635850,-114.03475000,1.32982230,956.84936523,
92.111251,0.0585,-0.0723,1.0347,0.2255,-0.9807,1.1401,0.7346,0.6643,0.1603,7.3200,15.1890,-46.9212,324.5997,-1.6661,0.9758,46.89635850,-114.03475000,1.32982230,956.84936523,
92.212182,-0.0405,0.0810,0.6052,-0.5352,0.1258,-2.7048,0.7811,0.4377,0.1538,10.0284,13.0906,-46.8968,324.4853,-3.1841,0.4295,46.89635850,-114.03475000,1.32982230,956.84936523,
92.312515,-0.0461,0.1137,0.7566,-0.1073,0.4488,-2.7077,0.1319,-0.0344,0.1658,11.1142,11.1874,-47.3848,323.4075,-5.7932,-0.8506,46.89635850,-114.03475000,1.32982230,956.84936523,
92.412997,-0.0677,0.1257,1.0550,-0.3335,0.0792,0.5591,0.4639,0.2073,0.4966,12.0048,9.3452,-48.0802,321.6707,-7.3344,-1.0288,46.89635850,-114.03475000,1.32982230,956.84936523,
92.513567,0.1150,-0.0711,1.4645,1.4057,-1.7567,4.3339,-0.4823,-0.3892,0.3599,12.9808,8.1862,-47.2750,318.5649,-8.4031,-1.1541,46.89635850,-114.03475000,1.32982230,956.84936523,
92.614278,-0.0422,0.0567,0.9860,-0.1944,-0.6739,-0.0561,-0.0671,-0.0853,0.4113,12.8344,6.7710,-48.5926,316.4424,-8.6939,-0.6918,46.89635850,-114.03475000,1.32982230,956.84936523,
92.714640,-0.0174,0.0441,0.8363,-0.1039,-0.3516,-1.3416,0.0931,0.1860,0.3526,12.3464,6.4538,-47.9582,314.7749,-5.2786,-0.5344,46.89635850,-114.03475000,1.32982230,956.84936523,
92.814961,-0.0285,0.0314,0.8955,-0.1564,-0.2736,-1.1418,-0.1151,-0.1772,-0.0355,12.6392,6.7466,-48.9098,314.0164,-5.3314,-0.1328,46.89635850,-114.03475000,1.32982230,956.84936523,
92.915299,-0.0514,0.0569,1.0398,-0.3466,-0.0119,0.4879,-0.0163,0.0788,-0.1014,12.5050,7.5518,-48.9830,314.5697,-4.4855,-0.1000,46.89635850,-114.03475000,1.32982230,956.84014893,
93.015696,0.1118,0.1144,1.3393,0.9320,0.4523,3.2095,0.1094,-0.3971,-0.2829,11.5656,7.6372,-48.7634,315.6611,-4.5917,0.8476,46.89637180,-114.03475850,1.59377122,956.84014893,
93.116125,0.0999,0.0129,1.1506,0.6568,-0.6200,1.8999,0.3267,-0.1496,-0.2997,10.8946,7.8324,-49.4954,317.7532,-5.2980,1.3012,46.89637180,-114.03475850,1.59377122,956.84014893,
93.216343,-0.0246,0.0029,0.9406,-0.9350,-0.7056,0.3302,0.2775,0.2105,-0.3940,9.8698,8.1008,-48.7390,319.6178,-3.8384,5.1836,46.89637180,-114.03475850,1.59377122,956.84014893,
93.316940,-0.0473,0.1121,0.6186,-1.0592,0.5854,-3.8535,-0.1327,-0.0639,-0.2645,10.4310,7.9788,-48.9586,320.7562,-4.8373,4.3611,46.89637180,-114.03475850,1.59377122,956.84014893,
93.417471,-0.0075,0.1312,0.7469,-0.7653,0.6529,-2.4045,0.1579,0.0743,0.0796,10.3700,8.3326,-48.8488,321.1631,-4.8418,4.5076,46.89637180,-114.03475850,1.59377122,956.84014893,
93.517681,0.0819,0.2505,0.8533,-0.1538,1.4655,-1.6217,0.3367,-0.2221,0.3475,9.9186,6.6246,-49.6296,319.8586,-6.7728,4.8339,46.89637180,-114.03475850,1.59377122,956.84014893,
93.618160,0.0583,0.2846,1.3181,-0.1237,1.4217,4.3601,0.2530,0.5098,-0.0133,9.6746,7.0638,-49.5076,320.0457,-8.6460,6.1205,46.89637180,-114.03475850,1.59377122,956.84014893,
93.718526,0.0847,0.1142,1.0326,-0.3881,-0.4843,1.2118,0.2982,0.0158,0.1081,9.9674,5.9902,-49.7638,320.2041,-9.2607,5.8052,46.89637180,-114.03475850,1.59377122,956.84014893,
93.819094,0.0412,0.0736,0.9220,-0.4192,-0.6921,-0.0658,-0.0044,0.1054,-0.0741,10.1382,6.0024,-50.3982,320.5945,-8.8697,5.9256,46.89637180,-114.03475850,1.59377122,956.84014893,
93.918729,0.0709,0.1600,0.7297,-0.1955,0.3183,-2.6520,-0.3682,-0.1407,-0.1153,10.0772,6.2708,-49.8614,320.8683,-8.3528,5.7288,46.89637180,-114.03475850,1.59377122,956.84820557,
94.019081,0.0605,0.2031,0.8722,-0.3821,1.0435,-1.3589,-0.2876,-0.1130,-0.1433,9.4428,9.1256,-50.1908,321.7103,-6.3663,6.1763,46.89638170,-114.03476850,1.59185052,956.84820557,
94.119582,0.1368,0.1589,1.1690,0.1087,0.7352,0.7171,-0.3736,-0.3281,-0.3718,8.5278,10.8580,-50.2396,323.8044,-8.2884,6.6926,46.89638170,-114.03476850,1.59185052,956.84820557,
94.220052,0.2431,-0.0186,1.3131,0.9872,-1.0294,2.5615,-0.4071,0.0219,-0.4524,7.6616,11.8828,-49.6784,326.4513,-7.4629,7.2389,46.89638170,-114.03476850,1.59185052,956.84820557,
94.320296,0.1338,0.1010,0.8520,0.4782,-0.2264,-1.2547,0.4753,0.1972,-0.2002,8.6986,11.7120,-49.8980,328.2800,-8.3944,5.3742,46.89638170,-114.03476850,1.59185052,956.84820557,
94.420722,0.1344,0.1045,0.7626,0.6576,-0.2785,-2.1669,-0.2084,0.1252,-0.6441,8.4058,11.8462,-50.6300,330.3544,-9.3022,5.0133,46.89638170,-114.03476850,1.59185052,956.84820557,
94.520777,0.0028,0.1286,0.8855,-0.4847,0.0134,-1.0598,-0.0670,0.2627,-0.5751,8.9182,13.5420,-50.8008,334.0730,-8.4780,3.5827,46.89638170,-114.03476850,1.59185052,956.84820557,
94.621674,0.0149,0.1982,1.0618,-0.0265,0.6874,0.4664,0.0318,0.0990,-0.4428,10.1870,14.0178,-51.9598,336.7239,-8.6641,1.7244,46.89638170,-114.03476850,1.59185052,956.84820557,
94.721354,-0.0338,0.2301,1.3453,-0.2264,0.9055,3.6463,0.0513,0.3846,-0.3465,11.3460,15.6770,-52.9846,338.9413,-8.7349,0.7609,46.89638170,-114.03476850,1.59185052,956.84820557,
94.821707,-0.1659,0.0065,1.1759,-1.6523,-1.3624,2.1258,0.6635,-0.1699,-0.1626,11.5046,14.4814,-54.7170,340.9994,-9.7748,0.3353,46.89638170,-114.03476850,1.59185052,956.84820557,
94.921713,-0.1602,0.0220,0.8155,-1.2989,-1.1629,-1.6502,-0.0711,-0.0672,-0.0675,11.0776,11.0166,-56.6324,341.9315,-9.7572,-0.6367,46.89638170,-114.03476850,1.59185052,956.84820557,
95.022713,-0.0177,0.0770,0.7123,-0.1353,-0.5353,-2.7675,-0.1750,-0.2238,0.1810,10.2114,9.5648,-56.0224,340.8892,-8.9238,-0.0669,46.89639150,-114.03477590,1.54165375,956.84820557,
95.122412,0.1099,0.1548,0.8347,0.9609,0.4021,-1.7224,-0.1967,-0.2250,-0.1217,9.4306,9.3940,-55.9126,338.7348,-7.9765,1.4570,46.89639150,-114.03477590,1.54165375,956.84820557,
95.222707,0.0624,0.1482,1.1140,0.2426,0.5639,0.6486,-0.0283,-0.4142,-0.5928,7.2346,8.2472,-55.4002,339.5733,-8.0195,2.5925,46.89639150,-114.03477590,1.54165375,956.84820557,
95.322922,0.0312,0.1431,1.1064,-0.2815,0.3869,1.5563,0.3043,-0.0606,-0.4955,5.2582,7.2346,-54.3632,342.3493,-9.1289,2.7964,46.89639150,-114.03477590,1.54165375,956.84820557,
95.423848,0.1136,0.0423,1.2102,0.8961,-1.1347,2.3310,0.0338,0.0467,-0.3307,4.6238,7.1248,-52.2282,344.9501,-8.8534,2.2301,46.89639150,-114.03477590,1.54165375,956.84820557,
95.523829,0.0762,0.1515,0.7521,0.5408,0.0432,-2.1682,0.0102,-0.0139,-0.1735,2.8670,6.8320,-52.6552,346.2137,-9.4410,1.9207,46.89639150,-114.03477590,1.54165375,956.84820557,
95.624010,-0.0500,0.2093,0.5489,-0.5050,0.5050,-4.5739,-0.0170,0.1040,-0.0527,3.1598,6.6978,-51.8134,346.9502,-10.1199,1.0481,46.89639150,-114.03477590,1.54165375,956.84820557,
95.724354,0.0154,0.1910,1.0898,0.0722,0.4784,0.6727,-0.1448,0.0364,0.1540,3.0134,7.1370,-51.5816,346.7900,-9.6851,1.0627,46.89639150,-114.03477590,1.54165375,956.84820557,
95.825169,0.0160,0.1962,1.2521,0.1409,0.4143,2.3989,0.1526,0.1280,0.3226,3.5502,6.6612,-51.0692,345.5095,-10.4378,0.6105,46.89639150,-114.03477590,1.54165375,956.86669922,
95.924576,-0.1433,0.1018,1.2713,-1.3143,-0.5727,2.8908,-0.0072,-0.2813,0.2795,3.2086,5.9902,-51.0814,343.9552,-10.9587,0.8278,46.89640350,-114.03477700,1.41744339,956.86669922,
96.025045,-0.0011,0.0109,1.0618,0.0276,-1.1565,0.6081,-0.6120,-0.1149,0.0873,1.6714,7.9544,-49.7394,342.3136,-9.0194,2.7744,46.89640350,-114.03477700,1.41744339,956.86669922,
96.125061,0.0434,0.1380,0.7395,0.1558,0.4185,-2.7089,-0.2642,-0.1475,0.2735,1.4640,9.0158,-50.0322,340.5645,-7.1730,2.6133,46.89640350,-114.03477700,1.41744339,956.86669922,
96.226513,0.1437,0.1454,0.8682,0.8653,0.5429,-1.2697,0.1222,-0.0134,0.1480,-0.1464,9.1378,-49.5930,339.1433,-6.8591,3.7238,46.89640350,-114.03477700,1.41744339,956.86669922,
96.325709,0.1902,0.1172,1.2127,1.0745,0.1697,1.9611,0.1173,-0.2166,-0.2177,-1.0492,8.6620,-49.8126,339.4930,-7.8047,4.6945,46.89640350,-114.03477700,1.41744339,956.86669922,
96.426105,0.0361,0.0556,1.1710,-0.3810,-0.6036,1.4480,-0.4225,-0.0463,-0.4058,-2.2326,7.1736,-49.9468,342.3483,-9.2962,4.5805,46.89640350,-114.03477700,1.41744339,956.86669922,
96.526567,0.1204,0.0942,0.8610,0.5537,-0.2245,-1.1976,-0.0525,-0.0033,0.0041,-1.7080,9.0402,-50.4226,343.7242,-8.0213,4.0921,46.89640350,-114.03477700,1.41744339,956.86669922,
96.626741,0.0352,0.1737,0.6377,-0.0896,0.5551,-3.3346,0.2052,0.2239,-0.1866,-1.5860,9.2476,-49.9956,344.4949,-8.1693,3.8957,46.89640350,-114.03477700,1.41744339,956.86669922,
96.726782,0.0362,0.1733,0.8703,-0.0336,0.2878,-1.3145,0.2753,0.2316,0.0368,-1.3908,8.0886,-49.8248,345.1963,-9.4975,3.2478,46.89640350,-114.03477700,1.41744339,956.86669922,
96.827301,-0.0641,0.1855,1.1746,-0.7413,0.2830,1.8021,0.1741,0.1473,0.2854,1.5494,7.8324,-50.3860,344.0217,-10.0501,0.8384,46.89640350,-114.03477700,1.41744339,956.86669922,
96.927691,-0.1366,0.0063,1.4288,-1.3884,-1.3135,5.0532,0.3315,-0.0906,0.2509,1.3054,8.0886,-49.8370,342.9731,-9.2006,1.5899,46.89640350,-114.03477700,1.41744339,956.86669922,
97.028621,-0.0609,0.0596,0.9128,-0.6546,-0.6085,-0.7992,-0.4096,0.0253,0.3369,1.4640,7.7470,-49.9590,341.4692,-8.8017,0.8949,46.89641500,-114.03477950,1.16768920,956.86669922,
97.128845,-0.0529,0.1195,0.6549,-0.6588,0.1027,-3.1806,0.0665,-0.2332,0.3815,1.3176,8.3692,-50.0444,339.7564,-8.1475,1.8857,46.89641500,-114.03477950,1.16768920,956.86669922,
97.229245,0.0746,0.1220,0.8564,0.2366,0.0722,-1.4451,0.1954,-0.3540,0.3753,1.6958,8.3936,-50.4714,337.3131,-7.9678,2.5871,46.89641500,-114.03477950,1.16768920,956.86669922,
97.329515,0.0320,0.1867,1.1584,-0.3526,0.4244,1.5132,0.0190,-0.0713,0.1620,0.5490,8.3814,-50.0444,336.6597,-8.5009,4.1943,46.89641500,-114.03477950,1.16768920,956.86669922,
97.429961,-0.0235,-0.1168,1.6319,-0.5308,-1.7674,6.6338,-0.2355,0.3247,0.2251,0.6222,10.3212,-49.3490,336.0432,-5.9257,4.0506,46.89641500,-114.03477950,1.16768920,956.86669922,
97.530368,0.0077,0.1543,0.6278,-0.3438,0.6261,-3.5299,0.0252,-0.0017,0.5181,2.6352,8.8816,-49.0806,333.2343,-7.2850,2.7883,46.89641500,-114.03477950,1.16768920,956.86669922,
97.630553,0.0130,0.1127,0.7531,-0.4063,0.0590,-2.3271,0.2037,0.2098,0.4303,3.0866,8.5644,-49.2026,330.9772,-7.2858,3.6169,46.89641500,-114.03477950,1.16768920,956.86669922,
97.730655,0.0471,0.1481,0.9402,0.1122,0.3374,-0.6081,0.1260,0.1882,0.3188,4.2578,7.7714,-49.4466,328.7159,-8.0225,2.6806,46.89641500,-114.03477950,1.16768920,956.86669922,
97.831015,0.0560,0.1069,1.2436,0.1407,-0.0106,2.2204,0.0269,0.0307,0.3031,4.7580,5.9780,-50.4592,326.9629,-8.7473,2.4464,46.89641500,-114.03477950,1.16768920,956.86669922,
97.931776,-0.0902,0.0339,1.2622,-0.9877,-0.9082,2.8520,0.1896,-0.0274,0.4295,5.7584,6.1000,-49.1904,324.8696,-8.8371,1.7344,46.89641500,-114.03477950,1.16768920,956.90545654,
98.031907,-0.0580,0.1253,0.7780,-0.7179,-0.0521,-2.0453,-0.2030,0.0810,0.4727,7.6860,5.0264,-49.2392,321.8263,-9.3607,1.4368,46.89642780,-114.03478220,1.61715984,956.90545654,
98.132205,-0.0724,0.1250,0.7600,-0.7705,0.0606,-2.2896,-0.0374,0.0778,0.5020,7.9910,6.2586,-48.7756,319.0266,-8.1390,0.7646,46.89642780,-114.03478220,1.61715984,956.90545654,
98.232453,0.0061,0.0899,0.9943,0.0600,-0.1514,-0.0701,0.0220,0.0603,0.3676,9.1134,5.6608,-48.1656,316.4106,-7.7019,0.7211,46.89642780,-114.03478220,1.61715984,956.90545654,
98.332895,0.0772,0.0996,1.2745,0.5798,-0.2135,2.5619,0.0606,-0.2353,0.2181,8.9426,5.0752,-49.1416,314.6788,-8.0614,1.5824,46.89642780,-114.03478220,1.61715984,956.90545654,
98.433175,0.0577,-0.0531,1.4349,0.5304,-1.3627,4.4098,-0.2346,0.2564,0.0099,8.6010,5.6730,-49.3368,314.0858,-7.0203,2.2176,46.89642780,-114.03478220,1.61715984,956.90545654,
98.533404,0.0837,0.0616,0.9337,0.6083,-0.3999,-0.6622,0.0100,-0.0988,0.1596,9.0036,4.5384,-48.6292,313.0768,-7.3692,1.9712,46.89642780,-114.03478220,1.61715984,956.90545654,
98.633642,0.0164,0.1656,0.7110,0.0158,0.4939,-3.0651,-0.1212,0.0975,-0.0124,9.9918,4.7336,-48.4096,312.4644,-8.1977,1.4648,46.89642780,-114.03478220,1.61715984,956.90545654,
98.733920,0.0310,0.1054,1.0401,0.2619,-0.0783,0.2137,0.1447,0.0999,0.1337,10.6140,4.0748,-48.0192,312.1166,-8.2759,0.9115,46.89642780,-114.03478220,1.61715984,956.90716553,
98.834318,-0.0026,0.2754,1.0787,0.1221,0.9665,0.8341,0.3478,0.1300,0.3617,11.7120,2.3546,-48.4950,310.4049,-10.5804,0.1444,46.89643030,-114.03478280,1.61499941,956.90716553,
98.934499,-0.1137,-0.0225,1.4021,-1.0085,-1.7281,4.4818,0.2813,-0.1042,0.1257,11.1264,2.2936,-48.6048,309.3673,-10.1700,0.9546,46.89643030,-114.03478280,1.61499941,956.90716553,
99.035102,-0.0363,0.0753,0.8949,-0.3800,-0.8248,-0.8232,-0.0882,-0.0577,0.1878,10.5042,1.6714,-48.7268,307.7385,-11.1443,1.2439,46.89643030,-114.03478280,1.61499941,956.90716553,
99.135031,-0.0160,0.1103,0.7213,-0.3894,-0.5715,-2.6768,-0.0087,-0.1408,0.3380,11.2850,0.4880,-48.1290,306.1607,-10.8431,1.2396,46.89643030,-114.03478280,1.61499941,956.90716553,
99.235208,0.0810,0.1136,0.9281,0.4805,-0.4201,-0.6925,0.1061,-0.1028,0.1399,10.3944,0.4758,-48.9708,304.8951,-10.5834,2.4802,46.89643030,-114.03478280,1.61499941,956.90716553,
99.335910,0.1140,0.1596,1.0503,0.6471,0.0662,0.0340,-0.1963,-0.2475,-0.1772,10.1382,-0.4636,-48.7878,304.9103,-11.4957,3.1096,46.89643030,-114.03478280,1.61499941,956.90716553,
99.436397,0.0659,0.1201,1.1873,0.3050,-0.2155,2.3801,0.0661,0.1665,-0.1829,9.7234,0.4880,-48.9586,306.2369,-10.6545,2.9322,46.89643030,-114.03478280,1.61499941,956.90716553,
99.536420,0.0789,0.0586,1.2311,-0.1283,-0.6622,2.7717,0.0190,-0.0111,-0.3350,9.3940,1.2688,-49.7882,307.5919,-8.7257,5.9935,46.89643030,-114.03478280,1.61499941,956.90716553,
99.636573,0.0571,0.1554,0.6582,-0.1724,0.1521,-3.0647,0.1489,0.2285,-0.2149,9.7600,1.0370,-49.4832,308.8782,-9.2878,4.9518,46.89643030,-114.03478280,1.61499941,956.90716553,
99.737100,-0.0637,0.1424,0.7700,-1.1135,0.0246,-2.4371,0.1911,0.0420,-0.0017,11.2850,1.8544,-48.6170,309.6925,-9.9854,3.5564,46.89643030,-114.03478280,1.61499941,956.90716553,
99.837387,-0.0191,0.1352,1.2262,-0.7585,-0.1543,1.1442,0.0832,-0.1258,0.2689,11.1386,0.1708,-49.3002,308.8923,-11.0937,3.4823,46.89643030,-114.03478280,1.61499941,956.90716553,
99.937423,0.0740,0.1793,1.2591,0.0899,0.0309,0.0178,-0.5511,-0.7140,0.2912,12.0048,-2.1960,-49.1660,306.5743,-14.7590,1.8304,46.89643030,-114.03478280,1.61499941,956.91064453,
100.038014,-0.0216,0.1942,1.0106,-0.5737,-0.0519,0.2406,-0.4600,-0.0599,0.2108,10.5774,-1.9886,-49.1538,305.2362,-13.5836,2.9990,46.89645190,-114.03480430,1.38713753,956.91064453,
100.138428,-0.0291,0.1351,0.7710,-0.5238,-0.3070,-1.5616,0.1500,-0.1951,0.2931,10.4188,-0.3538,-49.2026,304.0609,-10.2319,2.4918,46.89645190,-114.03480430,1.38713753,956.91064453,
100.238390,0.0632,0.1840,0.8740,-0.0173,0.3345,-1.4654,-0.0734,-0.3524,0.2500,10.3456,-0.0000,-49.5076,302.3687,-9.8200,3.3374,46.89645190,-114.03480430,1.38713753,956.91064453,
100.339197,0.0413,0.1914,0.9806,-0.3042,0.3705,0.5960,0.3996,-0.1135,-0.1468,7.9056,0.5734,-49.1538,302.5040,-9.8266,5.6146,46.89645190,-114.03480430,1.38713753,956.91064453,
100.439299,-0.0254,0.1937,1.0769,-1.2194,0.3358,1.3515,0.3772,-0.0646,-0.2933,7.7104,-0.6344,-48.9830,304.2326,-10.3824,5.5221,46.89645190,-114.03480430,1.38713753,956.91064453,
100.539715,0.1525,0.0922,1.1698,0.6319,-0.4212,2.1396,-0.2786,0.1817,-0.2577,8.1984,0.7808,-49.5808,305.6667,-9.5751,4.5139,46.89645190,-114.03480430,1.38713753,956.91064453,
100.639909,0.0269,0.1400,0.8705,0.0697,0.0983,-0.7791,0.0879,0.3042,-0.0475,9.7722,2.2326,-48.8122,306.4838,-8.4888,2.8257,46.89645190,-114.03480430,1.38713753,956.91064453,
100.740539,0.0198,0.2100,0.7480,0.0869,0.7777,-2.3395,0.1088,0.1375,0.0545,10.8702,1.7934,-49.6784,306.1681,-9.1353,1.8561,46.89645190,-114.03480430,1.38713753,956.91064453,
100.840659,0.0051,0.1898,1.0213,0.0835,0.5159,-0.1037,0.0546,0.1023,0.0691,11.5778,1.0370,-49.5930,305.6413,-9.6598,1.3118,46.89645190,-114.03480430,1.38713753,956.91064453,
100.941089,-0.1093,0.3781,1.0388,-0.8770,2.0563,0.7542,-0.1080,0.5171,0.2265,12.7856,0.2684,-48.8854,304.4868,-10.6988,-0.1256,46.89645190,-114.03480430,1.38713753,956.92565918,
101.041654,0.1116,0.1739,0.9530,1.1058,-0.0777,1.2413,1.0216,0.3003,0.2581,13.5786,1.6348,-48.5316,303.3509,-9.2877,0.1315,46.89646280,-114.03482010,1.17903399,956.92565918,
101.142117,-0.0657,0.0887,0.9191,-0.3770,-0.5346,-0.4298,0.1103,-0.0365,-0.1618,14.2496,1.7080,-48.5316,303.4225,-9.5654,-0.6239,46.89646280,-114.03482010,1.17903399,956.92565918,
101.242688,-0.0867,0.1133,0.8545,-0.8461,-0.3673,-1.5265,-0.0228,-0.1162,0.1281,13.4078,0.7076,-48.3486,303.9843,-10.1719,-0.1826,46.89646280,-114.03482010,1.17903399,956.92565918,
101.343039,0.0571,0.1358,1.0626,0.4830,-0.2335,0.4844,0.1830,-0.0899,0.0282,12.4440,-0.3294,-49.2148,303.5374,-10.7209,0.9375,46.89646280,-114.03482010,1.17903399,956.92565918,
101.443541,0.1269,0.1685,1.1902,1.0590,-0.2514,1.7262,0.0115,-0.2127,-0.3045,12.0170,-1.0004,-48.7024,304.0137,-12.4058,2.2477,46.89646280,-114.03482010,1.17903399,956.92565918,
101.543768,0.0924,0.0678,1.2641,0.7713,-1.0386,2.9071,-0.2586,0.1738,-0.4042,11.6144,0.0610,-48.6780,306.2775,-11.8951,2.3733,46.89646280,-114.03482010,1.17903399,956.92565918,
101.644119,0.0918,0.1222,0.9461,0.7834,-0.4306,-0.1825,-0.1299,0.0628,-0.2754,11.0532,1.3664,-48.7390,307.8091,-10.7935,2.1049,46.89646280,-114.03482010,1.17903399,956.92565918,
101.744337,0.0167,0.2311,0.6550,0.1090,0.7081,-3.4777,-0.1053,0.0266,-0.1907,12.0902,1.3786,-49.3856,308.8930,-10.8102,1.3338,46.89646280,-114.03482010,1.17903399,956.92565918,
101.845017,0.0340,0.2362,0.8581,0.2302,0.7327,-1.3790,0.1169,0.0291,0.0247,12.1634,2.2082,-49.2514,309.3183,-11.0707,1.1027,46.89646280,-114.03482010,1.17903399,956.92565918,
101.945010,0.0564,0.1477,1.3026,0.1799,-0.1120,3.0808,0.2119,0.0187,0.1564,12.1268,1.6592,-48.8366,309.1638,-11.3794,1.6420,46.89646280,-114.03482010,1.17903399,956.92565918,
102.045494,-0.0690,0.1128,1.2414,-0.6929,-0.7478,2.6843,0.1854,-0.0924,0.1093,12.1390,0.7442,-49.1904,308.4825,-11.9442,0.9434,46.89647240,-114.03483740,1.61129153,956.92565918,
102.146264,0.0150,0.0870,0.9237,0.0087,-0.8542,-0.5734,-0.2168,-0.0928,0.1176,11.9926,0.2562,-49.8370,307.6500,-12.4031,1.6620,46.89647240,-114.03483740,1.61129153,956.92565918,
